voyageid,departure,purchase,arrival,year,embarked,disembarked
29994.0,Cadiz,"West Central Africa and St. Helena, port unspecified",Cartagena,1621.0,359.0,287.0
29995.0,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,1621.0,359.0,287.0
29996.0,Cadiz,"West Central Africa and St. Helena, port unspecified",New Spain,1621.0,359.0,287.0
29997.0,Cadiz,"West Central Africa and St. Helena, port unspecified",New Spain,1621.0,359.0,287.0
30100.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1718.0,309.0,282.0
30148.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1721.0,326.0,250.0
30163.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1722.0,335.0,317.0
30166.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1722.0,112.0,111.0
30172.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1722.0,386.0,351.0
30236.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1730.0,176.0,166.0
30244.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1731.0,620.0,564.0
30247.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1731.0,283.0,279.0
30266.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1732.0,386.0,351.0
30293.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1736.0,615.0,457.0
30296.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1736.0,360.0,328.0
30298.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1737.0,516.0,188.0
30319.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1738.0,298.0,295.0
30326.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1738.0,321.0,147.0
30327.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1738.0,146.0,101.0
30339.0,Nantes,"West Central Africa and St. Helena, port unspecified","France, port unspecified",1739.0,4.0,3.0
30340.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1739.0,268.0,172.0
30345.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1740.0,71.0,65.0
30348.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1739.0,322.0,316.0
30373.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1739.0,547.0,498.0
30380.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1741.0,220.0,175.0
30401.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1741.0,22.0,20.0
30409.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1741.0,604.0,574.0
30417.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1742.0,144.0,124.0
30439.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1742.0,464.0,364.0
30450.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1743.0,386.0,351.0
30468.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1744.0,107.0,91.0
30501.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1745.0,386.0,351.0
30503.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1745.0,357.0,325.0
30516.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1749.0,386.0,351.0
30519.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1749.0,260.0,200.0
30544.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1749.0,386.0,351.0
30545.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1750.0,360.0,203.0
30590.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1751.0,618.0,576.0
30597.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1752.0,525.0,234.0
30620.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1753.0,782.0,723.0
30689.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1755.0,291.0,146.0
30691.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1755.0,240.0,218.0
30706.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1755.0,386.0,351.0
30724.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1756.0,419.0,409.0
30726.0,Nantes,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1756.0,700.0,700.0
30732.0,Nantes,"West Central Africa and St. Helena, port unspecified","Saint-Domingue, port unspecified",1756.0,879.0,800.0
30739.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1763.0,270.0,268.0
30743.0,Nantes,"West Central Africa and St. Helena, port unspecified",Petit-Goave,1764.0,205.0,201.0
30744.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1764.0,407.0,133.0
30746.0,Nantes,"West Central Africa and St. Helena, port unspecified",Havana,1764.0,456.0,315.0
30747.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1764.0,403.0,388.0
30771.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1765.0,63.0,55.0
30776.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayenne,1765.0,428.0,420.0
30800.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1765.0,120.0,120.0
30804.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1766.0,220.0,161.0
30811.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1766.0,550.0,257.0
30814.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1766.0,396.0,248.0
30815.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayenne,1766.0,401.0,208.0
30818.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1766.0,522.0,455.0
30830.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1767.0,462.0,420.0
30834.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1767.0,565.0,564.0
30836.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1767.0,209.0,207.0
30840.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1767.0,470.0,421.0
30843.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1767.0,348.0,318.0
30844.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1767.0,426.0,421.0
30849.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1767.0,313.0,250.0
30857.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1768.0,320.0,291.0
30858.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1768.0,285.0,259.0
30860.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1768.0,425.0,413.0
30862.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1768.0,480.0,462.0
30873.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1768.0,427.0,420.0
30877.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1768.0,386.0,303.0
30882.0,Nantes,"West Central Africa and St. Helena, port unspecified","Puerto Rico, port unspecified",1769.0,473.0,430.0
30883.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1769.0,75.0,68.0
30902.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1769.0,445.0,397.0
30926.0,Nantes,"West Central Africa and St. Helena, port unspecified","Puerto Rico, port unspecified",1770.0,520.0,439.0
30927.0,Nantes,"West Central Africa and St. Helena, port unspecified","Puerto Rico, port unspecified",1770.0,582.0,530.0
30931.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1771.0,580.0,525.0
30939.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-de-Paix,1771.0,225.0,221.0
30943.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1771.0,326.0,297.0
30946.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1772.0,362.0,338.0
30948.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1772.0,571.0,560.0
30967.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1772.0,172.0,171.0
30986.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1774.0,386.0,351.0
31005.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1774.0,386.0,351.0
31015.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1776.0,184.0,167.0
31029.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1776.0,286.0,260.0
31041.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1776.0,330.0,300.0
31042.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1775.0,NA,NA
31076.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1778.0,326.0,297.0
31080.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1778.0,319.0,290.0
31081.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1778.0,480.0,437.0
31085.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1778.0,608.0,553.0
31095.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1783.0,530.0,482.0
31096.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1783.0,659.0,600.0
31101.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1784.0,495.0,450.0
31102.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1784.0,215.0,196.0
31103.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1784.0,440.0,400.0
31113.0,Nantes,"West Central Africa and St. Helena, port unspecified","Saint-Domingue, port unspecified",1784.0,374.0,340.0
31115.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1784.0,340.0,235.0
31116.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1785.0,484.0,440.0
31119.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1784.0,386.0,351.0
31120.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1785.0,610.0,555.0
31123.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1783.0,386.0,351.0
31127.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1784.0,621.0,565.0
31136.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1785.0,330.0,300.0
31139.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1786.0,194.0,167.0
31141.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1785.0,445.0,297.0
31145.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1786.0,489.0,410.0
31153.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1786.0,15.0,14.0
31154.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1785.0,440.0,400.0
31156.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1786.0,443.0,403.0
31158.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1786.0,297.0,270.0
31165.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1786.0,419.0,361.0
31167.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1786.0,607.0,570.0
31168.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1786.0,223.0,213.0
31171.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1787.0,435.0,380.0
31172.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1786.0,367.0,357.0
31173.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1787.0,367.0,200.0
31182.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1786.0,290.0,264.0
31188.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1787.0,569.0,518.0
31189.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1787.0,14.0,13.0
31199.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1787.0,260.0,220.0
31200.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1787.0,243.0,196.0
31213.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1786.0,386.0,351.0
31216.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1788.0,275.0,223.0
31223.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1788.0,510.0,464.0
31227.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1788.0,608.0,553.0
31231.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1788.0,454.0,413.0
31234.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1788.0,209.0,190.0
31236.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1788.0,385.0,366.0
31238.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1788.0,320.0,291.0
31241.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1788.0,445.0,398.0
31242.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1789.0,176.0,160.0
31245.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1788.0,534.0,486.0
31250.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1789.0,291.0,265.0
31251.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1788.0,265.0,241.0
31253.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1789.0,396.0,360.0
31254.0,Nantes,"West Central Africa and St. Helena, port unspecified",Jacmel,1788.0,213.0,204.0
31255.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1789.0,390.0,355.0
31256.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1789.0,415.0,378.0
31259.0,Nantes,"West Central Africa and St. Helena, port unspecified",Jeremie,1789.0,141.0,128.0
31260.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1789.0,488.0,444.0
31271.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1789.0,430.0,411.0
31279.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,440.0,400.0
31280.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,484.0,440.0
31283.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,267.0,265.0
31289.0,Nantes,"West Central Africa and St. Helena, port unspecified","Saint-Domingue, port unspecified",1790.0,226.0,206.0
31290.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1789.0,326.0,297.0
31293.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1790.0,303.0,270.0
31294.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,220.0,200.0
31299.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1790.0,449.0,409.0
31300.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1790.0,218.0,198.0
31302.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,305.0,278.0
31303.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1790.0,318.0,289.0
31307.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1790.0,297.0,270.0
31311.0,Nantes,"West Central Africa and St. Helena, port unspecified",Jeremie,1790.0,279.0,254.0
31312.0,Nantes,"West Central Africa and St. Helena, port unspecified",Havana,1790.0,288.0,262.0
31313.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,197.0,190.0
31314.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,274.0,249.0
31316.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1790.0,443.0,403.0
31317.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,386.0,292.0
31318.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,103.0,94.0
31320.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1790.0,332.0,302.0
31321.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1790.0,320.0,291.0
31324.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,232.0,211.0
31326.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1790.0,386.0,351.0
31329.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1790.0,294.0,285.0
31331.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1791.0,414.0,394.0
31337.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,386.0,351.0
31338.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,523.0,476.0
31345.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,296.0,269.0
31347.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,317.0,316.0
31348.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1791.0,330.0,300.0
31355.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1791.0,233.0,212.0
31362.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1791.0,549.0,500.0
31363.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,382.0,380.0
31364.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1792.0,440.0,400.0
31370.0,Nantes,"West Central Africa and St. Helena, port unspecified",Port-au-Prince,1791.0,390.0,355.0
31371.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1791.0,321.0,292.0
31372.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1792.0,220.0,200.0
31373.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1792.0,386.0,351.0
31376.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1792.0,396.0,360.0
31377.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1792.0,379.0,345.0
31378.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cayes (Les),1792.0,371.0,338.0
31379.0,Nantes,"West Central Africa and St. Helena, port unspecified",Leogane,1791.0,249.0,227.0
31380.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1792.0,386.0,351.0
31382.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1791.0,314.0,286.0
31386.0,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Francais,1792.0,258.0,235.0
31389.0,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,1792.0,336.0,306.0
31393.0,Nantes,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1792.0,211.0,192.0
31395.0,Nantes,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1792.0,187.0,170.0
31400.0,Nantes,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1792.0,406.0,405.0
31412.0,Nantes,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1793.0,386.0,351.0
31416.0,Nantes,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1793.0,386.0,351.0
31417.0,Nantes,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1793.0,136.0,122.0
31418.0,Nantes,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1793.0,386.0,351.0
31421.0,Nantes,"West Central Africa and St. Helena, port unspecified",NA,1792.0,386.0,351.0
31438.0,Bordeaux,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1725.0,556.0,506.0
16222.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1719.0,160.0,146.0
16262.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1720.0,386.0,351.0
16330.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1723.0,250.0,228.0
16380.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1724.0,386.0,351.0
16398.0,Bristol,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1726.0,296.0,269.0
16554.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1729.0,314.0,286.0
16560.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1730.0,522.0,475.0
16585.0,Bristol,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1730.0,368.0,335.0
16589.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1730.0,256.0,233.0
16602.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1730.0,224.0,204.0
16623.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1730.0,386.0,351.0
16660.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1732.0,304.0,260.0
16757.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1734.0,317.0,271.0
16758.0,Bristol,"West Central Africa and St. Helena, port unspecified",Sao Tome,1734.0,143.0,129.0
16768.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1734.0,386.0,351.0
16771.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1734.0,378.0,344.0
16778.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1733.0,386.0,351.0
16785.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1735.0,484.0,414.0
16802.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1735.0,359.0,327.0
16803.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1735.0,386.0,351.0
16817.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1735.0,453.0,412.0
16832.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1736.0,67.0,61.0
16840.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1736.0,330.0,300.0
16845.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1737.0,259.0,236.0
16850.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1737.0,478.0,409.0
16865.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1737.0,416.0,379.0
16881.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1737.0,386.0,351.0
16883.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1737.0,386.0,351.0
16903.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1737.0,386.0,351.0
16905.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1737.0,386.0,351.0
16920.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1738.0,396.0,360.0
16927.0,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1739.0,271.0,217.0
16998.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1740.0,271.0,217.0
17071.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1742.0,271.0,217.0
17081.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1743.0,262.0,210.0
17092.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1744.0,278.0,238.0
17166.0,Bristol,"West Central Africa and St. Helena, port unspecified",Portobelo,1748.0,480.0,410.0
17174.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748.0,436.0,373.0
17176.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748.0,524.0,384.0
17190.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748.0,366.0,300.0
17192.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1747.0,386.0,351.0
17204.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1749.0,484.0,440.0
17276.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1751.0,493.0,402.0
17287.0,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1752.0,369.0,336.0
17297.0,Bristol,"West Central Africa and St. Helena, port unspecified",Rappahannock,1752.0,261.0,223.0
17311.0,Bristol,"West Central Africa and St. Helena, port unspecified","South Carolina, port unspecified",1753.0,383.0,350.0
17319.0,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1753.0,352.0,320.0
17324.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1753.0,386.0,351.0
17330.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1753.0,380.0,310.0
17363.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1755.0,390.0,270.0
17414.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1757.0,371.0,318.0
17419.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1757.0,438.0,375.0
17425.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1758.0,414.0,377.0
17435.0,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1759.0,658.0,599.0
17448.0,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1760.0,386.0,351.0
17454.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1760.0,341.0,310.0
17469.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1760.0,656.0,597.0
17492.0,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1761.0,386.0,351.0
17506.0,Bristol,"West Central Africa and St. Helena, port unspecified",Upper James River,1762.0,627.0,512.0
17515.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1761.0,567.0,463.0
17545.0,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1763.0,588.0,535.0
17547.0,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1764.0,386.0,351.0
17565.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1764.0,363.0,330.0
17571.0,Bristol,"West Central Africa and St. Helena, port unspecified",Havana,1764.0,429.0,390.0
17582.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1765.0,613.0,500.0
17628.0,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1766.0,564.0,460.0
17638.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1767.0,386.0,351.0
17644.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1767.0,386.0,351.0
17650.0,Bristol,"West Central Africa and St. Helena, port unspecified",Upper James River,1768.0,242.0,207.0
17665.0,Bristol,"West Central Africa and St. Helena, port unspecified",Savannah,1768.0,275.0,250.0
17687.0,Bristol,"West Central Africa and St. Helena, port unspecified",Upper James River,1769.0,287.0,234.0
17690.0,Bristol,"West Central Africa and St. Helena, port unspecified","Dominica, port unspecified",1769.0,386.0,351.0
17706.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1769.0,294.0,252.0
17715.0,Bristol,"West Central Africa and St. Helena, port unspecified","Grenada, port unspecified",1770.0,386.0,351.0
17730.0,Bristol,"West Central Africa and St. Helena, port unspecified",Upper James River,1770.0,176.0,160.0
17744.0,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,1771.0,308.0,280.0
