voyageid,departure,purchase,arrival,year,embarked,disembarked
20314.0,London,"Gold Coast, port unspecified",NA,1702.0,273.0,236.0
20343.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1706.0,154.0,133.0
20356.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1708.0,440.0,380.0
20435.0,Liverpool,"Gold Coast, port unspecified","Barbados, port unspecified",1715.0,113.0,100.0
20470.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1716.0,273.0,236.0
20518.0,Limerick,"Gold Coast, port unspecified",Santiago de Cuba,1718.0,111.0,96.0
20607.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1712.0,275.0,238.0
20615.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1713.0,197.0,170.0
20629.0,London,"Gold Coast, port unspecified",Kingston,1714.0,298.0,260.0
20639.0,London,"Gold Coast, port unspecified",Port Royal,1714.0,289.0,250.0
20667.0,Liverpool,"Gold Coast, port unspecified",Kingston,1720.0,256.0,219.0
20785.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,292.0,252.0
20786.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,306.0,264.0
20797.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,264.0,228.0
20801.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,317.0,274.0
20802.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,382.0,330.0
20804.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,158.0,140.0
20807.0,London,"Gold Coast, port unspecified","Maryland, port unspecified",1708.0,317.0,274.0
20820.0,London,"Gold Coast, port unspecified","French Caribbean, colony unspecified",1709.0,315.0,240.0
20836.0,Exeter,"Gold Coast, port unspecified",NA,1661.0,35.0,27.0
20848.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1712.0,231.0,200.0
20852.0,Whitehaven,"Gold Coast, port unspecified","Barbados, port unspecified",1713.0,147.0,122.0
20881.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1713.0,289.0,250.0
20883.0,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,160.0,158.0
20886.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,284.0,245.0
20888.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,176.0,152.0
20891.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,301.0,260.0
20893.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,236.0,204.0
20894.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,317.0,274.0
20907.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1674.0,316.0,247.0
11762.0,"Belgium, port unspecified","Gold Coast, port unspecified",Suriname,1784.0,150.0,130.0
14919.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1702.0,451.0,390.0
14977.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1684.0,245.0,197.0
14985.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1704.0,332.0,286.0
14997.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1702.0,473.0,409.0
15001.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1706.0,563.0,510.0
15009.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1705.0,550.0,290.0
15022.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1697.0,316.0,247.0
15025.0,London,"Gold Coast, port unspecified",Cartagena,1698.0,346.0,131.0
15031.0,London,"Gold Coast, port unspecified","Montserrat, port unspecified",1702.0,273.0,236.0
15032.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1702.0,273.0,236.0
15070.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1700.0,132.0,103.0
15074.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1683.0,507.0,474.0
15117.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1703.0,143.0,140.0
15119.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1704.0,370.0,320.0
15120.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1704.0,300.0,250.0
15132.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1698.0,155.0,124.0
15146.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1703.0,186.0,161.0
15153.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1704.0,252.0,218.0
15191.0,London,"Gold Coast, port unspecified",Kingston,1710.0,340.0,294.0
15192.0,London,"Gold Coast, port unspecified",Kingston,1710.0,313.0,270.0
15194.0,London,"Gold Coast, port unspecified",Kingston,1710.0,194.0,168.0
15211.0,London,"Gold Coast, port unspecified",Kingston,1711.0,405.0,350.0
15215.0,London,"Gold Coast, port unspecified",Kingston,1711.0,388.0,335.0
15216.0,London,"Gold Coast, port unspecified",Kingston,1711.0,414.0,358.0
15218.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1712.0,300.0,292.0
15229.0,London,"Gold Coast, port unspecified",Kingston,1711.0,376.0,325.0
15231.0,London,"Gold Coast, port unspecified",Kingston,1711.0,308.0,266.0
15233.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1711.0,273.0,236.0
15268.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1682.0,475.0,371.0
16002.0,Exeter,"Gold Coast, port unspecified","Barbados, port unspecified",1698.0,121.0,97.0
16019.0,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,231.0,200.0
16022.0,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,134.0,120.0
16035.0,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1708.0,359.0,310.0
16047.0,Bristol,"Gold Coast, port unspecified",Port Royal,1709.0,220.0,190.0
16048.0,Bristol,"Gold Coast, port unspecified",Kingston,1710.0,168.0,145.0
16066.0,Bristol,"Gold Coast, port unspecified",Kingston,1711.0,231.0,200.0
16067.0,Bristol,"Gold Coast, port unspecified",Kingston,1711.0,287.0,248.0
16073.0,Bristol,"Gold Coast, port unspecified",Kingston,1711.0,382.0,330.0
16075.0,Bristol,"Gold Coast, port unspecified",Port Royal,1712.0,310.0,268.0
16077.0,Bristol,"Gold Coast, port unspecified",Kingston,1711.0,350.0,278.0
16079.0,Bristol,"Gold Coast, port unspecified",Kingston,1712.0,278.0,240.0
16083.0,Bristol,"Gold Coast, port unspecified",Charleston,1711.0,131.0,113.0
16084.0,Bristol,"Gold Coast, port unspecified",Port Royal,1713.0,243.0,210.0
16089.0,Bristol,"Gold Coast, port unspecified","British Caribbean, colony unspecified",1713.0,273.0,236.0
16094.0,Bristol,"Gold Coast, port unspecified",Port Royal,1713.0,453.0,391.0
16098.0,Bristol,"Gold Coast, port unspecified","Barbados, port unspecified",1713.0,204.0,180.0
16103.0,Bristol,"Gold Coast, port unspecified","Barbados, port unspecified",1714.0,252.0,218.0
25954.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1728.0,273.0,236.0
26086.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1729.0,234.0,200.0
26088.0,London,"Gold Coast, port unspecified","Virginia, port unspecified",1729.0,240.0,197.0
26092.0,Liverpool,"Gold Coast, port unspecified",NA,1728.0,273.0,236.0
26184.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1668.0,280.0,219.0
26185.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1668.0,259.0,207.0
26298.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1658.0,145.0,109.0
27010.0,Preston,"Gold Coast, port unspecified","Barbados, port unspecified",1755.0,153.0,131.0
27151.0,Liverpool,"Gold Coast, port unspecified",Kingston,1748.0,322.0,275.0
27155.0,Liverpool,"Gold Coast, port unspecified",Kingston,1748.0,269.0,230.0
27901.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1727.0,195.0,160.0
28041.0,Liverpool,"Gold Coast, port unspecified","Barbados, port unspecified",1727.0,273.0,236.0
28044.0,Liverpool,"Gold Coast, port unspecified","Jamaica, port unspecified",1750.0,250.0,212.0
20914.0,London,"Gold Coast, port unspecified","Virginia, port unspecified",1676.0,316.0,247.0
20925.0,London,"Gold Coast, port unspecified",Kingston,1713.0,244.0,209.0
20928.0,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,324.0,280.0
20932.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,301.0,260.0
20937.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1706.0,163.0,141.0
20943.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,180.0,160.0
20946.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1707.0,220.0,190.0
21133.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1703.0,301.0,260.0
21134.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1703.0,162.0,140.0
21148.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1704.0,300.0,288.0
21149.0,London,"Gold Coast, port unspecified",Newcastle (Nevis),1704.0,126.0,109.0
21155.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1704.0,200.0,162.0
21161.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1704.0,267.0,231.0
21163.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1704.0,300.0,256.0
21168.0,London,"Gold Coast, port unspecified","Virginia, port unspecified",1704.0,124.0,110.0
21172.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1705.0,203.0,175.0
21192.0,London,"Gold Coast, port unspecified","British Caribbean, colony unspecified",1683.0,62.0,48.0
21195.0,London,"Gold Coast, port unspecified","Martinique, port unspecified",1692.0,400.0,305.0
21201.0,London,"Gold Coast, port unspecified",Cadiz,1663.0,164.0,128.0
21296.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1700.0,294.0,230.0
21333.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1702.0,139.0,120.0
21361.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1703.0,176.0,152.0
21371.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1678.0,300.0,234.0
21390.0,Whitehaven,"Gold Coast, port unspecified","French Caribbean, colony unspecified",1711.0,110.0,95.0
21425.0,London,"Gold Coast, port unspecified",NA,1703.0,273.0,236.0
21505.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1697.0,587.0,470.0
21556.0,London,"Gold Coast, port unspecified",NA,1682.0,135.0,NA
21569.0,London,"Gold Coast, port unspecified",Elmina,1661.0,82.0,71.0
21573.0,Dover,"Gold Coast, port unspecified",NA,1661.0,316.0,247.0
21593.0,La Rochelle,"Gold Coast, port unspecified","Martinique, port unspecified",1679.0,380.0,366.0
21803.0,Whitehaven,"Gold Coast, port unspecified","Jamaica, port unspecified",1716.0,273.0,236.0
21876.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1641.0,299.0,239.0
24025.0,Lancaster,"Gold Coast, port unspecified","South Carolina, port unspecified",1753.0,192.0,170.0
24319.0,London,"Gold Coast, port unspecified",NA,1717.0,90.0,NA
7583.0,Liverpool,"Gold Coast, port unspecified",Freetown,1810.0,113.0,101.0
24822.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1777.0,201.0,184.0
24849.0,Liverpool,"Gold Coast, port unspecified",Kingston,1764.0,343.0,280.0
24854.0,Whitehaven,"Gold Coast, port unspecified",Kingston,1763.0,270.0,220.0
24889.0,Plymouth,"Gold Coast, port unspecified","Barbados, port unspecified",1762.0,90.0,80.0
24912.0,Liverpool,"Gold Coast, port unspecified",Kingston,1753.0,294.0,240.0
24919.0,Whitehaven,"Gold Coast, port unspecified",Kingston,1755.0,234.0,200.0
25347.0,London,"Gold Coast, port unspecified",New York,1763.0,118.0,103.0
25738.0,London,"Gold Coast, port unspecified",NA,1720.0,273.0,236.0
25775.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1729.0,148.0,131.0
81281.0,Liverpool,"Gold Coast, port unspecified","Trinidad, port unspecified",1806.0,310.0,279.0
81282.0,Liverpool,"Gold Coast, port unspecified",Demerara,1808.0,209.0,188.0
81337.0,London,"Gold Coast, port unspecified",Kingston,1792.0,239.0,238.0
81341.0,London,"Gold Coast, port unspecified",Kingston,1795.0,270.0,251.0
81355.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1795.0,113.0,105.0
81374.0,London,"Gold Coast, port unspecified",Havana,1802.0,423.0,380.0
81461.0,London,"Gold Coast, port unspecified",Demerara,1798.0,222.0,206.0
81463.0,London,"Gold Coast, port unspecified",Havana,1802.0,353.0,317.0
81476.0,London,"Gold Coast, port unspecified",Montego Bay,1788.0,325.0,298.0
81477.0,London,"Gold Coast, port unspecified",Black River,1789.0,239.0,238.0
81481.0,London,"Gold Coast, port unspecified",Kingston,1795.0,238.0,223.0
81510.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1792.0,290.0,266.0
81542.0,London,"Gold Coast, port unspecified",Zion Hill,1795.0,278.0,273.0
81565.0,London,"Gold Coast, port unspecified","St. Vincent, port unspecified",1791.0,131.0,130.0
81596.0,Liverpool,"Gold Coast, port unspecified","Bahamas, port unspecified",1799.0,283.0,259.0
81628.0,Liverpool,"Gold Coast, port unspecified",Demerara,1802.0,130.0,113.0
81636.0,London,"Gold Coast, port unspecified",Demerara,1801.0,206.0,189.0
81637.0,London,"Gold Coast, port unspecified",Demerara,1802.0,206.0,189.0
81652.0,Liverpool,"Gold Coast, port unspecified",Demerara,1802.0,247.0,226.0
81660.0,Liverpool,"Gold Coast, port unspecified",Stabroek,1798.0,217.0,213.0
81673.0,Liverpool,"Gold Coast, port unspecified",Kingston,1789.0,377.0,368.0
81674.0,Liverpool,"Gold Coast, port unspecified","Jamaica, port unspecified",1791.0,350.0,313.0
81675.0,Liverpool,"Gold Coast, port unspecified",Kingston,1793.0,368.0,366.0
81735.0,London,"Gold Coast, port unspecified",Suriname,1804.0,289.0,260.0
81737.0,London,"Gold Coast, port unspecified",Demerara,1806.0,306.0,275.0
81802.0,London,"Gold Coast, port unspecified","Dominica, port unspecified",1787.0,300.0,230.0
81806.0,London,"Gold Coast, port unspecified","Dominica, port unspecified",1788.0,400.0,370.0
81824.0,Liverpool,"Gold Coast, port unspecified",Kingston,1792.0,568.0,520.0
81840.0,Liverpool,"Gold Coast, port unspecified",Kingston,1784.0,360.0,351.0
81878.0,Liverpool,"Gold Coast, port unspecified",Kingston,1802.0,303.0,272.0
81921.0,London,"Gold Coast, port unspecified",Kingston,1785.0,300.0,299.0
81927.0,London,"Gold Coast, port unspecified",Kingston,1795.0,280.0,264.0
81947.0,Liverpool,"Gold Coast, port unspecified",Charleston,1805.0,298.0,268.0
81974.0,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1806.0,310.0,279.0
81992.0,Liverpool,"Gold Coast, port unspecified",Kingston,1789.0,362.0,332.0
82001.0,Liverpool,"Gold Coast, port unspecified",Zion Hill,1799.0,297.0,276.0
81067.0,London,"Gold Coast, port unspecified",NA,1789.0,359.0,328.0
81090.0,London,"Gold Coast, port unspecified",Kingston,1782.0,600.0,550.0
81095.0,Liverpool,"Gold Coast, port unspecified","Jamaica, port unspecified",1783.0,499.0,457.0
81098.0,London,"Gold Coast, port unspecified",Zion Hill,1793.0,362.0,361.0
81099.0,London,"Gold Coast, port unspecified",Kingston,1794.0,393.0,360.0
81111.0,London,"Gold Coast, port unspecified",Black River,1791.0,280.0,295.0
81150.0,Liverpool,"Gold Coast, port unspecified",Kingston,1801.0,434.0,390.0
81163.0,Liverpool,"Gold Coast, port unspecified",Kingston,1807.0,153.0,133.0
81179.0,Liverpool,"Gold Coast, port unspecified",Demerara,1796.0,359.0,328.0
81206.0,Liverpool,"Gold Coast, port unspecified",Kingston,1785.0,583.0,573.0
81207.0,Liverpool,"Gold Coast, port unspecified",Kingston,1787.0,575.0,550.0
81242.0,Liverpool,"Gold Coast, port unspecified","Trinidad, port unspecified",1792.0,253.0,206.0
81246.0,Liverpool,"Gold Coast, port unspecified",Montego Bay,1807.0,297.0,267.0
82108.0,London,"Gold Coast, port unspecified",Demerara,1796.0,113.0,105.0
82134.0,Liverpool,"Gold Coast, port unspecified",Kingston,1807.0,135.0,118.0
82206.0,Liverpool,"Gold Coast, port unspecified",Kingston,1807.0,278.0,250.0
82216.0,Liverpool,"Gold Coast, port unspecified",Demerara,1801.0,310.0,279.0
82265.0,Liverpool,"Gold Coast, port unspecified",Kingston,1801.0,303.0,272.0
82280.0,London,"Gold Coast, port unspecified",Kingston,1802.0,222.0,203.0
81259.0,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1791.0,402.0,389.0
78109.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1773.0,352.0,287.0
78111.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1773.0,352.0,287.0
78135.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1774.0,352.0,287.0
78140.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1773.0,171.0,151.0
78141.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1774.0,352.0,287.0
78301.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1716.0,273.0,236.0
78852.0,London,"Gold Coast, port unspecified","St. Kitts, port unspecified",1737.0,273.0,236.0
78901.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1714.0,366.0,350.0
80008.0,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1791.0,106.0,106.0
80039.0,London,"Gold Coast, port unspecified",Havana,1802.0,300.0,287.0
80040.0,London,"Gold Coast, port unspecified",Demerara,1805.0,337.0,303.0
80041.0,London,"Gold Coast, port unspecified",Demerara,1807.0,326.0,293.0
80075.0,Liverpool,"Gold Coast, port unspecified",Kingston,1795.0,299.0,294.0
80076.0,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1797.0,289.0,284.0
80163.0,Liverpool,"Gold Coast, port unspecified",Demerara,1804.0,376.0,338.0
80164.0,Liverpool,"Gold Coast, port unspecified",Kingston,1806.0,374.0,336.0
80165.0,Liverpool,"Gold Coast, port unspecified",Kingston,1807.0,376.0,338.0
80190.0,Liverpool,"Gold Coast, port unspecified",Kingston,1793.0,274.0,272.0
80199.0,London,"Gold Coast, port unspecified",Kingston,1806.0,207.0,186.0
80231.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1790.0,328.0,300.0
80265.0,Liverpool,"Gold Coast, port unspecified",Demerara,1798.0,191.0,175.0
80272.0,Liverpool,"Gold Coast, port unspecified",Kingston,1801.0,257.0,231.0
80299.0,Liverpool,"Gold Coast, port unspecified",Demerara,1799.0,373.0,342.0
80306.0,Liverpool,"Gold Coast, port unspecified","Grenada, port unspecified",1801.0,220.0,198.0
80307.0,Liverpool,"Gold Coast, port unspecified",Demerara,1802.0,209.0,188.0
80313.0,Liverpool,"Gold Coast, port unspecified",Demerara,1801.0,310.0,279.0
80315.0,Liverpool,"Gold Coast, port unspecified",Basse-Terre,1805.0,310.0,279.0
80340.0,Liverpool,"Gold Coast, port unspecified",Montego Bay,1791.0,72.0,72.0
80344.0,London,"Gold Coast, port unspecified",Havana,1803.0,333.0,299.0
80346.0,London,"Gold Coast, port unspecified",Kingston,1808.0,270.0,243.0
80355.0,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1791.0,164.0,164.0
80382.0,Liverpool,"Gold Coast, port unspecified",Port Maria,1781.0,454.0,416.0
80389.0,London,"Gold Coast, port unspecified",Kingston,1801.0,337.0,278.0
80390.0,London,"Gold Coast, port unspecified",Kingston,1802.0,308.0,277.0
80391.0,London,"Gold Coast, port unspecified",Kingston,1804.0,323.0,290.0
80392.0,London,"Gold Coast, port unspecified",Demerara,1805.0,311.0,280.0
80398.0,London,"Gold Coast, port unspecified",Kingston,1807.0,269.0,242.0
80408.0,Liverpool,"Gold Coast, port unspecified",Suriname,1806.0,310.0,279.0
80418.0,London,"Gold Coast, port unspecified",Demerara,1801.0,222.0,200.0
80419.0,London,"Gold Coast, port unspecified","St. Vincent, port unspecified",1802.0,220.0,198.0
80527.0,Liverpool,"Gold Coast, port unspecified",Kingston,1789.0,38.0,38.0
80539.0,London,"Gold Coast, port unspecified",NA,1804.0,310.0,279.0
80578.0,Liverpool,"Gold Coast, port unspecified",Kingston,1783.0,650.0,595.0
80585.0,Liverpool,"Gold Coast, port unspecified",Kingston,1793.0,591.0,541.0
80605.0,Liverpool,"Gold Coast, port unspecified",Demerara,1800.0,290.0,266.0
80645.0,Liverpool,"Gold Coast, port unspecified",Kingston,1796.0,292.0,291.0
80663.0,Liverpool,"Gold Coast, port unspecified",Kingston,1782.0,650.0,646.0
80665.0,Liverpool,"Gold Coast, port unspecified",Kingston,1785.0,740.0,635.0
80666.0,Liverpool,"Gold Coast, port unspecified",Kingston,1787.0,609.0,590.0
80700.0,London,"Gold Coast, port unspecified",Kingston,1802.0,295.0,265.0
80702.0,London,"Gold Coast, port unspecified",Demerara,1802.0,355.0,319.0
80703.0,London,"Gold Coast, port unspecified","Dominica, port unspecified",1783.0,231.0,200.0
80712.0,Liverpool,"Gold Coast, port unspecified",Kingston,1794.0,298.0,273.0
80713.0,Liverpool,"Gold Coast, port unspecified",Montego Bay,1795.0,281.0,275.0
80714.0,Liverpool,"Gold Coast, port unspecified",Kingston,1796.0,281.0,266.0
80745.0,London,"Gold Coast, port unspecified",Demerara,1800.0,332.0,304.0
80781.0,London,"Gold Coast, port unspecified","Trinidad, port unspecified",1806.0,310.0,279.0
80782.0,London,"Gold Coast, port unspecified",NA,1807.0,310.0,NA
80788.0,Liverpool,"Gold Coast, port unspecified",Kingston,1789.0,238.0,234.0
80812.0,London,"Gold Coast, port unspecified",Demerara,1802.0,154.0,141.0
80850.0,Liverpool,"Gold Coast, port unspecified",Kingston,1790.0,300.0,278.0
80918.0,London,"Gold Coast, port unspecified",Kingston,1794.0,360.0,330.0
80975.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1798.0,409.0,408.0
81000.0,Liverpool,"Gold Coast, port unspecified",Kingston,1791.0,264.0,260.0
81003.0,Liverpool,"Gold Coast, port unspecified","Barbados, port unspecified",1796.0,390.0,383.0
81022.0,Liverpool,"Gold Coast, port unspecified",Kingston,1805.0,305.0,274.0
75912.0,London,"Gold Coast, port unspecified","Bahamas, port unspecified",1730.0,162.0,133.0
75968.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1774.0,463.0,400.0
75996.0,London,"Gold Coast, port unspecified",NA,1720.0,273.0,236.0
76017.0,London,"Gold Coast, port unspecified",NA,1717.0,273.0,236.0
76037.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1726.0,264.0,228.0
76092.0,London,"Gold Coast, port unspecified",Cartagena,1717.0,284.0,251.0
76097.0,London,"Gold Coast, port unspecified",Montego Bay,1767.0,200.0,200.0
76114.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1724.0,273.0,236.0
76129.0,London,"Gold Coast, port unspecified",Veracruz,1720.0,110.0,98.0
76226.0,London,"Gold Coast, port unspecified",Charleston,1718.0,85.0,70.0
76235.0,London,"Gold Coast, port unspecified",York River,1726.0,180.0,154.0
76243.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1727.0,204.0,176.0
76312.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1771.0,347.0,300.0
76315.0,London,"Gold Coast, port unspecified",Port Royal,1726.0,362.0,313.0
76900.0,London,"Gold Coast, port unspecified",Port Royal,1714.0,320.0,294.0
76359.0,London,"Gold Coast, port unspecified",NA,1738.0,273.0,236.0
76366.0,London,"Gold Coast, port unspecified",NA,1741.0,240.0,197.0
76384.0,London,"Gold Coast, port unspecified",NA,1720.0,273.0,236.0
76395.0,London,"Gold Coast, port unspecified",Kingston,1722.0,179.0,154.0
76398.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1722.0,650.0,562.0
76434.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1720.0,143.0,124.0
76441.0,London,"Gold Coast, port unspecified",NA,1720.0,273.0,236.0
76443.0,London,"Gold Coast, port unspecified",NA,1721.0,273.0,236.0
76471.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1714.0,350.0,140.0
76474.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1714.0,132.0,112.0
76485.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1716.0,406.0,347.0
76514.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1719.0,316.0,270.0
76525.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1719.0,200.0,162.0
76542.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1723.0,200.0,197.0
76549.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1724.0,266.0,218.0
76587.0,London,"Gold Coast, port unspecified",Kingston,1718.0,250.0,200.0
76599.0,London,"Gold Coast, port unspecified",Kingston,1719.0,341.0,295.0
76606.0,London,"Gold Coast, port unspecified",Port Royal,1720.0,330.0,282.0
76619.0,London,"Gold Coast, port unspecified",Kingston,1729.0,159.0,130.0
76681.0,London,"Gold Coast, port unspecified","St. Kitts, port unspecified",1730.0,238.0,206.0
76743.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1731.0,331.0,283.0
76773.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1732.0,331.0,283.0
76782.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1732.0,240.0,197.0
76817.0,London,"Gold Coast, port unspecified","Americas, port unspecified",1734.0,331.0,283.0
76945.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1740.0,240.0,197.0
76969.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1725.0,500.0,465.0
77037.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1730.0,457.0,395.0
77040.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1737.0,206.0,169.0
77085.0,London,"Gold Coast, port unspecified","Martinique, port unspecified",1777.0,360.0,330.0
77091.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1775.0,298.0,243.0
77094.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1777.0,303.0,279.0
77117.0,London,"Gold Coast, port unspecified",West Indies (colony unspecified),1775.0,102.0,92.0
77184.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1776.0,359.0,328.0
77186.0,London,"Gold Coast, port unspecified","Saint-Domingue, port unspecified",1777.0,500.0,458.0
77212.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1775.0,120.0,93.0
77215.0,London,"Gold Coast, port unspecified","Grenada, port unspecified",1779.0,400.0,394.0
77232.0,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1775.0,321.0,311.0
77258.0,London,"Gold Coast, port unspecified","Dominica, port unspecified",1777.0,330.0,302.0
77277.0,London,"Gold Coast, port unspecified",NA,1753.0,273.0,236.0
77279.0,London,"Gold Coast, port unspecified",Kingston,1755.0,230.0,143.0
77538.0,Shoreham,"Gold Coast, port unspecified",Kingston,1743.0,220.0,196.0
77602.0,London,"Gold Coast, port unspecified","Barbados, port unspecified",1752.0,21.0,17.0
77621.0,London,"Gold Coast, port unspecified",Kingston,1753.0,218.0,178.0
77624.0,London,"Gold Coast, port unspecified",Saint John (Antigua),1753.0,352.0,287.0
77635.0,London,"Gold Coast, port unspecified",Charleston,1754.0,324.0,287.0
77640.0,London,"Gold Coast, port unspecified","Montserrat, port unspecified",1754.0,352.0,287.0
77642.0,London,"Gold Coast, port unspecified",NA,1753.0,230.0,197.0
77678.0,London,"Gold Coast, port unspecified",Kingston,1757.0,409.0,334.0
77767.0,London,"Gold Coast, port unspecified",Charleston,1765.0,160.0,170.0
